State,District,Nitrogen,Phosphorus,Potassium,Soil_pH,Organic_Carbon,Electrical_Conductivity,Soil_Moisture,Soil_Type
Uttar Pradesh,Meerut,54.6,12.7,28.3,7.12,0.86,0.6,64.3,Red
Uttar Pradesh,Meerut,68.2,58.0,26.0,5.78,1.06,1.52,53.8,Loamy
Uttar Pradesh,Meerut,82.6,34.4,16.1,6.85,0.59,1.41,64.6,Red
Uttar Pradesh,Meerut,47.9,35.0,17.6,7.28,0.45,1.37,75.2,Red
Uttar Pradesh,Meerut,118.6,62.1,51.8,5.49,0.67,1.27,48.2,Sandy
Uttar Pradesh,Meerut,77.8,41.1,16.9,7.34,0.86,1.0,58.8,Red
Uttar Pradesh,Meerut,118.1,37.0,49.6,6.46,0.73,0.9,26.6,Sandy
Uttar Pradesh,Meerut,85.7,27.3,33.9,5.97,0.54,1.53,46.8,Alluvial
Uttar Pradesh,Meerut,98.0,73.8,47.2,6.93,0.58,1.36,39.3,Laterite
Uttar Pradesh,Meerut,82.3,31.7,31.6,5.85,0.79,1.12,52.8,Clayey
Uttar Pradesh,Meerut,87.2,47.2,49.0,7.49,0.49,1.43,43.4,Loamy
Uttar Pradesh,Meerut,102.9,58.6,25.1,6.25,0.51,1.25,60.0,Laterite
Uttar Pradesh,Meerut,76.3,31.9,50.8,6.16,0.43,1.04,33.0,Black
Uttar Pradesh,Meerut,100.6,52.2,29.8,6.64,0.56,1.57,34.3,Red
Uttar Pradesh,Meerut,53.4,42.7,28.5,6.43,0.63,1.46,54.9,Laterite
Uttar Pradesh,Meerut,85.8,43.6,31.9,6.8,0.57,0.86,42.1,Red
Uttar Pradesh,Meerut,79.1,39.7,48.0,6.94,0.88,1.03,57.8,Black
Uttar Pradesh,Meerut,82.1,59.4,54.7,5.62,0.83,0.5,54.2,Red
Uttar Pradesh,Meerut,92.0,56.0,29.8,5.97,0.4,1.82,34.0,Laterite
Uttar Pradesh,Meerut,108.4,38.6,38.8,7.77,0.95,1.04,63.7,Clayey
Uttar Pradesh,Meerut,99.1,40.6,33.9,6.87,0.66,1.32,40.1,Red
Uttar Pradesh,Meerut,72.7,62.0,55.0,6.68,0.62,1.46,50.9,Sandy
Uttar Pradesh,Meerut,78.8,65.2,24.3,6.68,0.71,1.57,46.9,Loamy
Uttar Pradesh,Meerut,88.2,58.3,32.3,5.88,0.75,1.19,52.8,Loamy
Uttar Pradesh,Meerut,109.8,35.0,22.5,7.0,0.67,1.44,29.6,Loamy
Uttar Pradesh,Meerut,71.1,58.4,32.8,6.67,0.55,1.48,35.2,Laterite
Uttar Pradesh,Meerut,114.4,35.5,29.4,6.22,0.6,1.65,53.2,Red
Uttar Pradesh,Meerut,66.4,59.4,35.9,8.04,0.56,1.09,56.2,Alluvial
Uttar Pradesh,Meerut,86.0,50.5,53.5,6.38,0.66,0.98,50.8,Red
Uttar Pradesh,Meerut,62.6,54.8,43.6,7.04,0.58,0.99,45.1,Loamy
Uttar Pradesh,Varanasi,49.1,29.0,78.1,5.75,0.39,0.98,51.9,Sandy
Uttar Pradesh,Varanasi,91.2,44.5,65.3,6.62,0.49,2.19,23.3,Clayey
Uttar Pradesh,Varanasi,39.0,39.2,37.4,5.91,0.55,0.91,21.3,Black
Uttar Pradesh,Varanasi,76.6,58.2,67.1,6.0,0.37,1.4,41.3,Sandy
Uttar Pradesh,Varanasi,84.1,58.5,49.5,6.7,0.48,0.88,35.8,Black
Uttar Pradesh,Varanasi,74.1,28.7,39.9,7.25,0.63,1.05,33.6,Alluvial
Uttar Pradesh,Varanasi,78.8,47.1,48.0,6.7,0.6,1.29,59.7,Red
Uttar Pradesh,Varanasi,50.3,29.8,43.7,6.48,0.68,1.3,45.9,Loamy
Uttar Pradesh,Varanasi,107.0,38.2,47.4,6.0,0.6,1.68,49.1,Red
Uttar Pradesh,Varanasi,108.1,51.2,5.0,5.59,0.76,1.03,5.0,Red
Uttar Pradesh,Varanasi,51.6,46.9,45.4,6.47,0.72,1.16,40.9,Alluvial
Uttar Pradesh,Varanasi,107.8,64.4,55.7,6.91,0.67,0.89,74.3,Black
Uttar Pradesh,Varanasi,102.1,51.3,45.5,6.22,0.77,1.56,69.1,Alluvial
Uttar Pradesh,Varanasi,69.1,65.1,44.6,6.54,0.87,0.78,47.5,Clayey
Uttar Pradesh,Varanasi,79.2,39.8,41.2,6.7,0.69,0.46,33.7,Loamy
Uttar Pradesh,Varanasi,94.3,46.5,20.3,6.5,0.56,1.21,29.8,Loamy
Uttar Pradesh,Varanasi,48.5,41.3,24.3,6.76,0.79,0.99,47.9,Sandy
Uttar Pradesh,Varanasi,79.7,49.0,41.5,5.49,0.76,0.86,38.7,Sandy
Uttar Pradesh,Varanasi,76.8,41.6,45.2,6.33,0.57,0.92,77.9,Laterite
Uttar Pradesh,Varanasi,95.9,64.6,30.1,6.38,0.69,0.88,65.3,Black
Uttar Pradesh,Varanasi,71.0,62.2,49.9,6.09,0.77,1.31,38.9,Red
Uttar Pradesh,Varanasi,89.5,50.1,69.6,7.26,0.91,0.88,53.9,Laterite
Uttar Pradesh,Varanasi,78.1,41.8,37.9,7.29,0.74,1.06,54.7,Sandy
Uttar Pradesh,Varanasi,68.8,67.1,36.1,7.06,0.62,1.21,61.9,Black
Uttar Pradesh,Varanasi,98.1,55.5,33.5,8.09,0.48,0.8,37.9,Sandy
Uttar Pradesh,Varanasi,83.8,46.5,30.8,5.67,0.42,0.74,55.0,Red
Uttar Pradesh,Varanasi,119.4,51.2,59.4,6.4,0.41,0.5,29.8,Black
Uttar Pradesh,Varanasi,107.0,57.9,41.8,6.94,0.8,1.32,31.6,Clayey
Uttar Pradesh,Varanasi,62.4,35.9,43.1,4.71,0.78,0.81,27.5,Sandy
Uttar Pradesh,Varanasi,51.1,78.4,54.7,5.8,0.53,1.88,41.8,Clayey
Uttar Pradesh,Varanasi,71.7,36.4,30.1,6.36,0.72,1.44,46.9,Black
Uttar Pradesh,Varanasi,108.3,41.2,37.9,6.57,0.65,1.24,31.0,Red
Uttar Pradesh,Varanasi,68.8,31.2,37.2,6.39,0.74,1.04,75.2,Sandy
Uttar Pradesh,Varanasi,61.3,55.8,59.6,6.67,0.49,1.12,29.9,Black
Uttar Pradesh,Varanasi,43.2,32.6,52.6,7.44,0.24,0.87,72.4,Clayey
Uttar Pradesh,Varanasi,82.8,44.0,14.8,6.87,0.45,1.26,38.2,Laterite
Uttar Pradesh,Varanasi,70.5,59.1,25.9,6.88,0.64,1.16,54.8,Loamy
Uttar Pradesh,Varanasi,72.3,45.5,33.9,6.52,0.36,0.74,50.2,Alluvial
Uttar Pradesh,Varanasi,77.8,59.5,47.4,6.85,0.56,1.78,55.1,Sandy
Uttar Pradesh,Varanasi,71.5,46.4,21.5,6.46,0.69,1.17,16.1,Red
Uttar Pradesh,Varanasi,63.2,65.5,51.2,6.89,0.89,1.08,66.2,Sandy
Uttar Pradesh,Varanasi,88.4,36.0,27.3,5.61,0.51,1.23,34.3,Black
Uttar Pradesh,Varanasi,89.0,52.8,27.6,8.13,0.62,0.69,68.7,Laterite
Uttar Pradesh,Varanasi,94.6,38.6,56.1,7.99,0.66,2.02,38.2,Red
Uttar Pradesh,Varanasi,77.4,40.9,45.3,6.61,0.72,1.24,51.3,Black
Uttar Pradesh,Varanasi,81.9,47.1,52.8,7.44,0.56,1.11,42.4,Alluvial
Uttar Pradesh,Varanasi,121.2,47.3,54.1,6.63,0.81,1.22,53.8,Clayey
Uttar Pradesh,Varanasi,57.8,37.2,15.0,7.02,0.63,1.11,36.8,Sandy
Uttar Pradesh,Varanasi,102.4,37.2,15.4,6.3,0.95,1.27,62.3,Loamy
Uttar Pradesh,Varanasi,61.4,24.9,24.7,6.84,0.98,0.99,81.5,Loamy
Uttar Pradesh,Varanasi,83.0,42.5,5.0,6.9,0.77,1.05,54.6,Red
Uttar Pradesh,Varanasi,62.6,24.6,47.2,6.98,0.62,1.22,62.5,Red
Uttar Pradesh,Varanasi,91.3,38.4,18.4,5.73,0.71,1.23,50.8,Alluvial
Uttar Pradesh,Varanasi,111.2,57.3,43.5,6.72,0.46,1.26,50.1,Laterite
Uttar Pradesh,Varanasi,98.5,45.0,55.3,6.7,0.59,1.23,52.1,Loamy
Uttar Pradesh,Varanasi,82.8,44.8,51.1,6.45,0.5,1.82,58.2,Laterite
Uttar Pradesh,Varanasi,76.3,54.0,36.4,6.31,0.58,0.88,42.5,Laterite
Uttar Pradesh,Varanasi,100.5,57.3,40.9,6.4,0.76,1.04,40.7,Sandy
Uttar Pradesh,Varanasi,88.6,34.5,41.4,6.23,0.46,1.42,41.1,Sandy
Uttar Pradesh,Varanasi,97.2,32.7,47.0,6.69,0.35,1.3,75.7,Red
Uttar Pradesh,Varanasi,79.2,41.1,23.3,6.9,0.59,1.26,74.0,Clayey
Uttar Pradesh,Varanasi,69.3,34.1,64.8,6.7,0.56,1.37,56.8,Clayey
Uttar Pradesh,Varanasi,85.7,50.3,49.5,6.62,0.49,1.26,41.7,Black
Uttar Pradesh,Varanasi,76.2,66.2,36.3,6.43,0.83,1.17,67.4,Loamy
Uttar Pradesh,Varanasi,63.4,40.8,24.0,6.51,0.39,1.18,54.8,Alluvial
Uttar Pradesh,Varanasi,79.7,40.7,39.0,7.16,0.57,1.19,66.6,Clayey
Uttar Pradesh,Varanasi,60.8,56.8,42.8,6.46,0.74,1.69,42.9,Red
Uttar Pradesh,Varanasi,70.1,60.1,50.9,6.43,0.35,1.49,36.1,Red
Uttar Pradesh,Varanasi,60.5,25.4,48.8,5.93,0.47,0.84,39.8,Black
Uttar Pradesh,Varanasi,46.0,52.7,38.4,7.87,0.65,0.91,49.8,Laterite
Uttar Pradesh,Varanasi,92.3,52.8,29.8,6.67,0.62,1.23,33.3,Red
Uttar Pradesh,Varanasi,76.2,59.2,23.3,6.64,0.63,1.51,53.9,Sandy
Uttar Pradesh,Varanasi,93.6,74.1,24.6,5.96,0.9,1.4,46.0,Loamy
Uttar Pradesh,Varanasi,70.4,49.1,25.1,6.16,0.37,1.61,25.5,Laterite
Uttar Pradesh,Varanasi,85.9,54.8,24.1,6.07,0.59,1.33,47.8,Laterite
Uttar Pradesh,Varanasi,81.3,53.3,25.2,6.05,0.79,1.06,43.6,Sandy
Uttar Pradesh,Varanasi,90.2,61.1,30.1,6.02,0.57,1.37,63.4,Sandy
Uttar Pradesh,Varanasi,55.2,58.8,43.1,6.01,0.5,1.34,27.7,Laterite
Uttar Pradesh,Varanasi,96.2,51.8,46.2,6.06,0.67,1.43,41.4,Clayey
Uttar Pradesh,Varanasi,75.9,39.8,28.0,6.76,0.54,1.84,53.4,Sandy
Uttar Pradesh,Varanasi,22.5,36.3,50.7,7.07,0.75,1.25,64.6,Black
Uttar Pradesh,Varanasi,73.4,64.2,54.0,6.18,0.52,0.98,52.6,Red
Uttar Pradesh,Varanasi,101.6,30.9,44.9,6.94,0.68,1.58,16.1,Red
Uttar Pradesh,Varanasi,92.2,39.7,66.4,6.62,0.38,0.8,36.1,Loamy
Uttar Pradesh,Varanasi,99.1,49.7,60.7,6.73,0.91,0.71,50.2,Loamy
Uttar Pradesh,Varanasi,85.7,65.8,49.9,6.43,0.58,0.68,21.5,Black
Uttar Pradesh,Varanasi,118.4,43.1,34.8,6.74,0.55,0.63,43.4,Loamy
Uttar Pradesh,Varanasi,87.5,43.4,45.7,6.73,0.67,1.39,60.0,Red
Uttar Pradesh,Varanasi,83.0,41.0,26.0,7.33,0.93,0.93,43.8,Alluvial
Uttar Pradesh,Varanasi,71.0,38.2,48.6,7.49,0.68,1.24,43.8,Laterite
Uttar Pradesh,Varanasi,55.6,56.6,57.1,7.24,0.88,1.43,51.4,Alluvial
Uttar Pradesh,Varanasi,92.4,12.9,23.7,6.01,0.79,0.99,32.7,Sandy
Uttar Pradesh,Varanasi,66.1,74.0,22.8,5.6,0.69,1.18,54.9,Loamy
Uttar Pradesh,Varanasi,68.9,54.5,56.6,7.24,0.33,1.34,37.1,Laterite
Uttar Pradesh,Varanasi,79.6,55.7,74.7,6.35,0.69,0.93,77.2,Loamy
Uttar Pradesh,Varanasi,69.2,39.2,45.9,7.19,0.66,0.98,18.2,Sandy
Uttar Pradesh,Varanasi,75.0,43.1,44.1,6.15,0.22,1.56,71.9,Clayey
Uttar Pradesh,Varanasi,67.8,35.9,38.1,7.79,0.71,1.46,35.4,Black
Uttar Pradesh,Varanasi,61.4,39.2,38.2,6.35,0.71,1.05,68.2,Loamy
Uttar Pradesh,Varanasi,59.3,22.1,28.1,7.44,0.77,1.04,37.2,Clayey
Uttar Pradesh,Varanasi,64.8,10.7,30.9,5.68,0.51,0.8,62.4,Clayey
Uttar Pradesh,Varanasi,103.0,30.1,48.4,5.54,0.87,1.26,31.7,Alluvial
Uttar Pradesh,Varanasi,52.2,59.5,41.5,6.18,0.41,0.82,43.4,Sandy
Uttar Pradesh,Varanasi,53.2,48.8,37.3,6.69,0.88,1.06,40.4,Laterite
Uttar Pradesh,Varanasi,75.0,61.8,57.4,5.99,0.85,1.36,41.7,Red
Uttar Pradesh,Varanasi,69.8,48.9,35.5,6.7,0.78,1.38,45.1,Alluvial
Uttar Pradesh,Varanasi,113.1,58.4,30.3,5.86,0.62,1.17,50.2,Red
Uttar Pradesh,Varanasi,64.5,55.7,7.4,6.3,0.46,1.65,57.0,Black
Uttar Pradesh,Varanasi,71.1,47.0,33.3,6.59,0.61,1.04,43.8,Alluvial
Uttar Pradesh,Varanasi,89.6,65.7,35.9,6.6,0.84,0.5,37.3,Laterite
Uttar Pradesh,Varanasi,87.5,39.5,61.8,6.39,0.51,1.38,5.0,Sandy
Uttar Pradesh,Varanasi,90.7,45.0,50.1,5.34,0.61,1.25,13.2,Laterite
Uttar Pradesh,Varanasi,75.8,40.6,70.2,6.01,0.79,1.2,44.1,Alluvial
Uttar Pradesh,Varanasi,103.5,82.4,50.8,6.12,0.44,1.32,16.4,Red
Uttar Pradesh,Varanasi,62.6,51.5,5.0,5.39,1.13,1.0,67.0,Sandy
Uttar Pradesh,Varanasi,78.7,25.3,34.5,6.21,0.53,0.96,17.9,Black
Uttar Pradesh,Varanasi,59.1,40.4,41.0,5.97,0.65,0.51,45.0,Red
Uttar Pradesh,Varanasi,81.5,54.9,53.9,5.1,0.76,1.88,56.4,Laterite
Uttar Pradesh,Varanasi,68.3,67.7,29.2,6.43,0.7,1.35,55.1,Sandy
Uttar Pradesh,Varanasi,96.0,32.0,43.2,6.04,0.57,1.28,40.1,Alluvial
Uttar Pradesh,Varanasi,31.8,23.3,36.3,7.42,0.7,1.17,64.8,Laterite
Uttar Pradesh,Varanasi,90.2,59.0,16.0,5.96,0.67,1.41,46.4,Red
Uttar Pradesh,Varanasi,87.4,42.6,37.2,5.56,0.49,0.84,56.5,Red
Uttar Pradesh,Varanasi,83.4,39.0,55.2,5.55,0.47,1.25,43.3,Alluvial
Uttar Pradesh,Varanasi,96.8,51.7,39.5,7.74,0.36,1.53,59.6,Alluvial
Uttar Pradesh,Varanasi,103.9,40.3,45.8,7.21,0.59,1.32,40.3,Loamy
Uttar Pradesh,Varanasi,96.9,39.4,75.8,6.56,0.77,0.9,27.4,Clayey
Uttar Pradesh,Varanasi,54.1,67.9,43.9,4.9,0.69,1.48,48.4,Loamy
Uttar Pradesh,Varanasi,113.4,42.9,40.0,6.42,0.65,1.07,60.9,Black
Uttar Pradesh,Varanasi,64.8,35.2,55.8,6.36,0.38,1.35,48.1,Alluvial
Uttar Pradesh,Varanasi,70.1,30.0,57.1,6.62,0.73,1.21,53.9,Laterite
Uttar Pradesh,Varanasi,87.3,43.9,15.1,7.43,0.69,0.85,14.0,Sandy
Uttar Pradesh,Varanasi,95.3,42.7,37.8,7.2,0.6,1.05,40.2,Black
Uttar Pradesh,Varanasi,73.0,71.2,64.7,6.76,0.59,1.17,70.7,Sandy
Uttar Pradesh,Varanasi,120.3,38.7,24.4,5.82,0.62,0.9,70.1,Sandy
Uttar Pradesh,Varanasi,84.3,33.7,41.9,5.53,0.76,0.73,37.8,Sandy
Uttar Pradesh,Varanasi,83.7,42.5,40.0,7.42,0.74,0.83,39.4,Laterite
Uttar Pradesh,Varanasi,71.7,24.9,45.2,6.03,0.64,0.88,45.1,Red
Uttar Pradesh,Varanasi,78.3,45.6,32.7,7.06,0.49,1.05,40.1,Sandy
Uttar Pradesh,Varanasi,103.1,63.0,50.6,5.52,0.63,1.42,78.4,Red
Uttar Pradesh,Varanasi,74.8,56.9,48.8,7.02,0.48,1.17,73.4,Laterite
Uttar Pradesh,Varanasi,52.6,39.0,24.7,5.82,0.52,1.26,12.9,Black
Uttar Pradesh,Varanasi,68.7,46.3,53.8,7.22,0.47,0.67,56.7,Sandy
Uttar Pradesh,Varanasi,82.3,38.0,52.7,6.96,0.41,1.2,46.8,Sandy
Uttar Pradesh,Varanasi,84.4,56.5,33.2,6.56,0.7,1.51,71.9,Black
Uttar Pradesh,Varanasi,73.0,59.4,35.6,6.35,0.54,1.23,48.0,Loamy
Uttar Pradesh,Varanasi,25.8,32.9,39.5,6.9,0.66,1.15,68.1,Loamy
Uttar Pradesh,Varanasi,64.2,43.3,30.1,6.39,0.68,1.77,53.7,Clayey
Uttar Pradesh,Varanasi,90.1,40.1,40.2,7.02,0.8,1.66,28.4,Red
Uttar Pradesh,Varanasi,60.7,41.2,15.1,7.0,0.61,1.48,49.2,Laterite
Uttar Pradesh,Varanasi,68.0,61.8,47.7,6.86,0.44,1.41,40.8,Sandy
Uttar Pradesh,Varanasi,71.1,40.2,31.3,5.92,0.88,1.38,77.9,Sandy
Uttar Pradesh,Varanasi,69.8,33.3,48.1,6.82,0.58,1.74,45.5,Red
Uttar Pradesh,Varanasi,79.7,69.9,32.0,6.76,0.67,1.31,51.4,Black
Uttar Pradesh,Varanasi,88.9,37.1,37.7,6.28,0.34,1.59,48.8,Alluvial
Uttar Pradesh,Varanasi,77.1,61.9,29.4,6.4,0.74,1.3,53.4,Black
Uttar Pradesh,Varanasi,68.1,49.7,83.4,6.85,0.61,0.84,24.9,Laterite
Uttar Pradesh,Varanasi,98.1,42.3,25.3,5.92,0.68,0.77,69.3,Loamy
Uttar Pradesh,Varanasi,93.4,23.3,63.3,7.05,0.57,1.32,59.4,Black
Uttar Pradesh,Varanasi,83.1,43.3,24.3,6.09,0.51,0.81,65.5,Black
Uttar Pradesh,Varanasi,72.6,38.5,51.8,6.59,0.77,1.25,52.6,Clayey
Uttar Pradesh,Varanasi,108.0,59.3,33.6,6.26,0.61,1.87,45.3,Red
Uttar Pradesh,Varanasi,49.9,46.0,49.1,7.43,0.81,1.47,48.4,Loamy
Uttar Pradesh,Varanasi,82.4,39.6,35.8,6.75,0.35,1.18,50.2,Loamy
Uttar Pradesh,Varanasi,104.5,63.4,36.2,5.48,0.68,1.3,51.4,Black
Uttar Pradesh,Varanasi,73.9,61.6,24.5,5.28,0.6,1.29,42.6,Loamy
Uttar Pradesh,Varanasi,107.0,49.5,39.3,6.33,0.66,1.28,28.1,Sandy
Uttar Pradesh,Varanasi,104.2,64.3,46.2,7.26,0.9,0.92,59.1,Laterite
Uttar Pradesh,Varanasi,94.1,49.7,52.7,7.12,0.8,1.49,27.0,Loamy
Uttar Pradesh,Varanasi,42.2,49.1,55.3,6.93,0.68,0.95,33.2,Loamy
Uttar Pradesh,Varanasi,65.7,50.6,52.6,5.34,0.68,1.31,31.2,Sandy
Uttar Pradesh,Varanasi,56.1,37.6,55.9,5.67,0.47,1.77,44.8,Sandy
Uttar Pradesh,Varanasi,67.5,51.2,66.9,6.96,0.53,1.3,25.5,Alluvial
Uttar Pradesh,Varanasi,56.8,58.8,43.3,6.22,0.76,1.07,46.6,Black
Uttar Pradesh,Varanasi,59.9,37.8,31.0,6.48,0.63,1.18,78.9,Alluvial
Uttar Pradesh,Varanasi,71.2,25.9,20.0,5.87,0.88,1.35,84.6,Red
Uttar Pradesh,Varanasi,90.6,55.3,46.7,6.1,0.83,1.61,34.1,Black
Uttar Pradesh,Varanasi,79.4,36.5,48.4,6.41,0.75,0.44,32.4,Laterite
Uttar Pradesh,Varanasi,91.9,63.6,25.3,6.22,0.59,0.8,33.0,Clayey
Uttar Pradesh,Varanasi,58.6,47.9,31.1,4.98,0.46,1.04,39.8,Sandy
Uttar Pradesh,Varanasi,59.8,57.2,71.2,6.62,0.56,0.98,57.1,Laterite
Uttar Pradesh,Varanasi,80.3,24.7,51.8,7.05,0.72,1.15,26.0,Laterite
Uttar Pradesh,Varanasi,96.6,36.4,46.9,6.8,0.75,0.9,49.7,Clayey
Uttar Pradesh,Varanasi,80.5,25.3,29.1,6.52,0.55,1.31,49.7,Red
Uttar Pradesh,Varanasi,76.9,62.3,46.8,7.24,0.65,1.58,48.4,Loamy
Uttar Pradesh,Varanasi,64.2,61.5,70.1,7.46,0.45,0.77,27.1,Alluvial
Uttar Pradesh,Varanasi,96.2,51.6,27.1,7.41,0.85,0.67,58.9,Red
Uttar Pradesh,Varanasi,75.0,33.9,45.3,7.57,0.7,1.35,32.4,Black
Uttar Pradesh,Varanasi,92.9,50.8,50.4,6.04,0.35,1.34,35.0,Loamy
Uttar Pradesh,Varanasi,62.2,28.9,44.3,6.6,0.54,1.31,72.7,Loamy
Uttar Pradesh,Varanasi,67.3,31.4,73.8,6.63,0.41,1.97,43.7,Red
Uttar Pradesh,Varanasi,21.1,57.8,16.0,6.77,0.64,1.64,50.6,Laterite
Uttar Pradesh,Varanasi,62.6,42.2,40.9,6.45,0.85,1.1,31.0,Laterite
Uttar Pradesh,Varanasi,62.6,39.6,36.1,5.61,0.59,1.63,41.2,Loamy
Uttar Pradesh,Varanasi,28.6,40.5,35.9,6.22,0.83,1.32,82.0,Clayey
Uttar Pradesh,Varanasi,90.7,59.7,25.1,5.81,0.73,0.8,40.6,Red
Uttar Pradesh,Varanasi,56.0,54.4,57.5,5.91,0.96,1.23,45.7,Alluvial
Uttar Pradesh,Varanasi,60.0,29.7,28.1,6.17,0.58,1.5,41.2,Red
Uttar Pradesh,Varanasi,53.4,35.0,34.7,6.58,0.47,0.92,35.8,Sandy
Uttar Pradesh,Varanasi,88.7,41.9,34.0,5.56,0.75,1.17,52.6,Alluvial
Uttar Pradesh,Bareilly,75.9,59.1,54.2,6.47,0.79,1.27,23.6,Red
Uttar Pradesh,Bareilly,79.2,43.2,48.9,6.13,0.89,1.58,45.1,Laterite
Uttar Pradesh,Bareilly,98.4,65.5,44.3,6.56,0.8,1.61,23.2,Loamy
Uttar Pradesh,Bareilly,112.6,54.7,59.6,7.16,0.9,1.44,47.5,Black
Uttar Pradesh,Bareilly,102.9,46.7,21.3,5.89,1.24,1.89,41.8,Clayey
Uttar Pradesh,Bareilly,88.5,58.8,49.5,7.09,0.75,1.52,48.3,Sandy
Uttar Pradesh,Bareilly,95.6,44.3,49.2,6.8,0.7,1.08,39.2,Clayey
Uttar Pradesh,Bareilly,78.9,43.2,19.9,7.02,0.7,1.29,47.8,Black
Uttar Pradesh,Bareilly,73.4,29.3,54.0,6.69,0.85,1.14,38.7,Alluvial
Uttar Pradesh,Bareilly,107.8,50.5,11.9,6.56,0.53,0.54,55.2,Red
Uttar Pradesh,Bareilly,113.7,41.3,32.8,6.07,0.81,0.87,54.5,Loamy
Uttar Pradesh,Bareilly,63.8,21.3,25.5,5.94,0.76,1.2,41.0,Laterite
Uttar Pradesh,Bareilly,78.7,53.6,23.8,6.66,0.79,0.76,82.7,Black
Uttar Pradesh,Bareilly,103.8,32.8,63.6,7.14,0.7,0.88,58.0,Red
Uttar Pradesh,Bareilly,86.1,42.1,45.4,5.91,0.72,1.25,47.1,Loamy
Uttar Pradesh,Bareilly,87.8,47.5,6.5,8.01,0.65,1.11,37.2,Sandy
Uttar Pradesh,Bareilly,78.0,29.0,41.6,6.85,0.69,1.05,42.1,Sandy
Uttar Pradesh,Bareilly,99.9,51.2,44.8,6.69,0.49,0.92,72.2,Black
Uttar Pradesh,Bareilly,78.3,38.4,23.2,7.45,0.26,1.0,38.7,Alluvial
Uttar Pradesh,Bareilly,83.1,56.0,21.0,7.27,0.8,1.62,42.6,Sandy
Uttar Pradesh,Bareilly,55.3,42.0,27.1,6.52,0.44,1.39,55.8,Red
Uttar Pradesh,Bareilly,110.1,25.8,34.4,6.71,0.52,0.68,33.8,Red
Uttar Pradesh,Bareilly,81.3,55.9,57.6,6.58,0.74,1.48,69.1,Loamy
Uttar Pradesh,Bareilly,108.6,44.7,22.8,7.6,0.51,1.04,34.1,Loamy
Uttar Pradesh,Bareilly,23.5,58.2,51.4,7.44,0.66,1.32,79.9,Alluvial
Uttar Pradesh,Bareilly,43.0,41.7,36.6,6.03,0.86,1.26,46.0,Black
Uttar Pradesh,Bareilly,113.5,42.3,62.9,6.5,0.7,1.19,37.0,Loamy
Uttar Pradesh,Bareilly,74.6,45.7,47.7,7.22,0.66,1.01,48.1,Loamy
Uttar Pradesh,Bareilly,94.2,54.1,56.1,5.32,0.81,1.16,39.9,Black
Uttar Pradesh,Bareilly,96.5,40.6,45.3,6.79,0.63,1.12,43.0,Sandy
Uttar Pradesh,Bareilly,85.4,31.1,56.1,6.57,0.51,0.64,54.1,Laterite
Uttar Pradesh,Bareilly,129.0,67.8,18.4,6.34,0.69,1.07,12.1,Loamy
Uttar Pradesh,Bareilly,66.1,48.1,23.3,6.65,0.61,0.71,52.1,Red
Uttar Pradesh,Bareilly,68.8,63.1,17.9,7.36,0.73,0.79,72.4,Loamy
Uttar Pradesh,Bareilly,67.8,47.7,52.7,5.93,0.66,0.66,68.0,Clayey
Uttar Pradesh,Bareilly,52.8,48.4,50.5,7.31,0.49,1.6,31.8,Sandy
Uttar Pradesh,Bareilly,104.1,37.7,19.4,7.18,0.83,1.42,23.2,Loamy
Uttar Pradesh,Bareilly,90.3,38.8,37.1,6.07,0.75,1.57,52.0,Alluvial
Uttar Pradesh,Bareilly,55.0,39.5,58.1,6.69,0.67,1.03,62.8,Sandy
Uttar Pradesh,Bareilly,113.2,36.4,24.9,6.34,0.47,1.16,61.6,Sandy
Uttar Pradesh,Bareilly,74.8,24.8,37.7,7.01,0.6,1.23,35.4,Sandy
Uttar Pradesh,Bareilly,103.9,36.6,47.9,6.25,0.42,1.47,18.6,Alluvial
Uttar Pradesh,Bareilly,101.4,36.6,54.7,6.46,0.82,1.28,67.4,Clayey
Uttar Pradesh,Bareilly,81.8,46.1,38.2,6.91,0.73,1.02,32.6,Sandy
Uttar Pradesh,Bareilly,73.0,50.2,37.0,6.18,0.86,1.22,22.3,Alluvial
Uttar Pradesh,Bareilly,66.5,38.9,41.1,6.65,0.58,1.44,53.9,Clayey
Uttar Pradesh,Bareilly,95.2,35.4,68.4,6.17,0.54,1.3,52.2,Laterite
Uttar Pradesh,Bareilly,98.0,51.8,66.9,6.1,0.54,1.2,65.7,Alluvial
Uttar Pradesh,Bareilly,60.2,40.1,42.2,7.33,0.59,1.33,62.5,Black
Uttar Pradesh,Bareilly,117.1,59.9,29.5,6.75,0.45,1.5,64.7,Alluvial
Uttar Pradesh,Bareilly,63.1,53.5,68.0,6.63,0.41,1.63,45.3,Alluvial
Uttar Pradesh,Bareilly,94.3,42.4,41.0,6.93,0.71,1.15,45.8,Laterite
Uttar Pradesh,Bareilly,51.8,51.5,55.5,5.6,0.73,1.23,12.5,Laterite
Uttar Pradesh,Bareilly,88.7,41.8,48.4,5.84,0.65,1.27,50.9,Red
Uttar Pradesh,Bareilly,83.8,41.4,61.3,7.34,0.57,1.63,21.3,Black
Uttar Pradesh,Bareilly,65.2,51.7,44.2,6.22,0.27,1.26,52.7,Black
Uttar Pradesh,Bareilly,111.9,32.5,39.6,5.91,0.43,1.11,30.9,Laterite
Uttar Pradesh,Bareilly,66.2,52.1,43.7,6.46,0.74,0.84,28.1,Sandy
